palavras,tamanho_frase,verbos_irregulares,vocabulario_basico,out_iniciante,out_intermediario,out_avancado
796,19.414634146341463,34,376,0,0,1
745,25.689655172413794,33,325,0,0,1
963,23.48780487804878,49,513,0,0,1
314,16.526315789473685,14,147,0,0,1
786,27.103448275862068,35,422,0,0,1
956,19.916666666666668,47,495,0,0,1
1003,24.463414634146343,38,520,0,0,1
274,21.076923076923077,12,128,0,0,1
1046,22.73913043478261,52,557,0,0,1
296,19.733333333333334,20,160,0,0,1
464,23.2,16,226,0,0,1
983,21.844444444444445,40,508,0,0,1
639,19.96875,40,349,0,0,1
887,17.057692307692307,39,416,0,0,1
877,20.88095238095238,44,429,0,0,1
965,20.104166666666668,50,488,0,0,1
917,17.30188679245283,26,472,0,0,1
1260,21.0,65,654,0,0,1
932,22.19047619047619,38,489,0,0,1
1562,22.0,103,806,0,0,1
289,20.642857142857142,8,132,0,0,1
772,23.393939393939394,33,391,0,0,1
808,23.085714285714285,39,402,0,0,1
760,24.516129032258064,29,323,0,0,1
609,22.555555555555557,39,257,0,0,1
974,19.48,42,466,0,0,1
523,21.791666666666668,24,259,0,0,1
352,19.555555555555557,14,155,0,0,1
1463,21.202898550724637,68,724,0,0,1
319,18.764705882352942,12,169,0,0,1
388,22.823529411764707,16,222,0,0,1
284,20.285714285714285,16,149,0,0,1
818,24.78787878787879,27,353,0,0,1
302,15.894736842105264,6,127,0,0,1
953,21.65909090909091,57,481,0,0,1
1301,26.02,96,660,0,0,1
629,17.97142857142857,25,294,0,0,1
787,18.738095238095237,37,358,0,0,1
455,13.0,22,280,0,0,1
788,20.736842105263158,50,413,0,0,1
537,21.48,24,231,0,0,1
789,26.3,48,411,0,0,1
310,11.923076923076923,26,181,0,0,1
231,23.1,9,116,0,0,1
641,20.03125,32,318,0,0,1
737,19.394736842105264,33,385,0,0,1
942,24.153846153846153,49,421,0,0,1
651,27.125,37,358,0,0,1
712,24.551724137931036,38,344,0,0,1
362,24.133333333333333,13,167,0,0,1
260,16.25,4,144,0,0,1
436,24.22222222222222,26,189,0,0,1
734,28.23076923076923,35,367,0,0,1
972,21.130434782608695,53,518,0,0,1
723,23.322580645161292,35,351,0,0,1
723,26.77777777777778,36,405,0,0,1
763,23.12121212121212,35,397,0,0,1
333,30.272727272727273,17,162,0,0,1
973,24.94871794871795,35,459,0,0,1
903,19.630434782608695,35,455,0,0,1
607,25.291666666666668,27,312,0,0,1
686,24.5,28,311,0,0,1
300,23.076923076923077,11,123,0,0,1
576,20.571428571428573,22,248,0,0,1
229,20.818181818181817,14,107,0,0,1
241,17.214285714285715,16,94,0,1,0
301,13.681818181818182,24,170,0,1,0
306,14.571428571428571,16,145,0,1,0
286,15.88888888888889,12,147,0,1,0
247,10.73913043478261,14,151,0,1,0
300,17.647058823529413,23,169,0,1,0
133,13.3,7,60,0,1,0
191,14.692307692307692,8,97,0,1,0
649,15.829268292682928,25,296,0,1,0
392,20.63157894736842,16,183,0,1,0
309,14.714285714285714,17,143,0,1,0
1411,14.252525252525253,109,737,0,1,0
300,15.789473684210526,21,170,0,1,0
676,16.9,44,375,0,1,0
287,9.566666666666666,22,150,0,1,0
302,15.1,11,147,0,1,0
440,20.0,26,243,0,1,0
1487,19.56578947368421,82,710,0,1,0
364,14.0,26,208,0,1,0
108,6.352941176470588,4,57,0,1,0
310,14.761904761904763,32,191,0,1,0
245,12.25,25,154,0,1,0
1312,17.038961038961038,105,744,0,1,0
422,21.1,18,210,0,1,0
167,16.7,3,72,0,1,0
273,11.869565217391305,15,174,0,1,0
322,14.636363636363637,8,148,0,1,0
317,15.85,13,163,0,1,0
1646,15.528301886792454,106,878,0,1,0
128,5.12,16,64,0,1,0
269,19.214285714285715,9,128,0,1,0
203,14.5,11,112,0,1,0
304,13.217391304347826,30,172,0,1,0
1439,13.324074074074074,65,754,0,1,0
729,17.357142857142858,53,372,0,1,0
351,17.55,23,184,0,1,0
306,17.0,21,183,0,1,0
315,16.57894736842105,8,147,0,1,0
204,17.0,11,94,0,1,0
669,17.605263157894736,58,303,0,1,0
450,18.0,32,250,0,1,0
322,14.0,24,172,0,1,0
310,19.375,12,145,0,1,0
316,13.166666666666666,20,163,0,1,0
845,18.369565217391305,63,458,0,1,0
301,16.72222222222222,12,151,0,1,0
175,14.583333333333334,13,85,0,1,0
830,14.56140350877193,51,436,0,1,0
649,13.520833333333334,49,299,0,1,0
309,11.884615384615385,27,160,0,1,0
1129,17.369230769230768,77,612,0,1,0
305,16.05263157894737,10,151,0,1,0
301,17.705882352941178,16,189,0,1,0
1220,21.03448275862069,76,568,0,1,0
456,19.82608695652174,21,218,0,1,0
310,13.478260869565217,18,154,0,1,0
862,20.046511627906977,49,444,0,1,0
313,13.608695652173912,12,162,0,1,0
365,19.210526315789473,11,177,0,1,0
313,14.227272727272727,29,176,0,1,0
1236,16.48,83,648,0,1,0
302,12.08,25,134,0,1,0
358,19.88888888888889,16,201,0,1,0
334,18.555555555555557,15,168,0,1,0
332,15.090909090909092,16,179,0,1,0
1146,13.022727272727273,88,686,0,1,0
120,24.0,3,41,0,1,0
313,22.357142857142858,21,181,0,1,0
320,16.842105263157894,15,163,0,1,0
288,13.714285714285714,20,144,0,1,0
291,10.777777777777779,18,162,0,1,0
446,20.272727272727273,35,263,0,1,0
309,16.263157894736842,23,181,0,1,0
403,16.12,23,228,0,1,0
330,18.333333333333332,28,140,0,1,0
323,10.419354838709678,26,164,0,1,0
364,22.75,17,189,0,1,0
313,16.473684210526315,41,196,0,1,0
419,18.217391304347824,22,173,0,1,0
302,15.1,25,141,0,1,0
779,16.574468085106382,65,378,0,1,0
296,12.869565217391305,17,156,0,1,0
1026,13.153846153846153,95,651,0,1,0
349,19.38888888888889,24,186,0,1,0
279,12.130434782608695,24,135,0,1,0
742,15.787234042553191,62,463,0,1,0
954,16.736842105263158,56,489,0,1,0
310,18.235294117647058,15,161,0,1,0
157,19.625,13,90,0,1,0
116,12.88888888888889,6,73,0,1,0
302,17.764705882352942,11,164,0,1,0
539,17.966666666666665,38,288,0,1,0
296,15.578947368421053,12,149,0,1,0
267,16.6875,7,132,0,1,0
262,13.1,17,113,0,1,0
129,6.142857142857143,4,65,0,1,0
310,15.5,23,141,0,1,0
368,26.285714285714285,15,184,0,1,0
131,21.833333333333332,4,53,0,1,0
299,16.61111111111111,15,158,0,1,0
142,15.777777777777779,3,63,0,1,0
353,16.045454545454547,22,187,0,1,0
331,13.791666666666666,10,136,0,1,0
206,14.714285714285714,12,128,0,1,0
347,14.458333333333334,34,207,0,1,0
332,12.296296296296296,21,186,0,1,0
296,15.578947368421053,17,164,0,1,0
786,17.08695652173913,48,446,0,1,0
658,16.871794871794872,58,357,0,1,0
328,15.619047619047619,10,180,0,1,0
288,19.2,13,150,0,1,0
293,16.27777777777778,17,169,0,1,0
105,8.076923076923077,8,63,0,1,0
294,17.294117647058822,23,194,0,1,0
282,13.428571428571429,24,157,0,1,0
321,16.894736842105264,14,169,0,1,0
299,10.310344827586206,24,153,0,1,0
1351,15.528735632183908,111,669,0,1,0
311,14.80952380952381,10,156,0,1,0
335,14.565217391304348,26,204,0,1,0
379,23.6875,22,204,0,1,0
330,11.379310344827585,31,200,0,1,0
587,19.566666666666666,39,292,0,1,0
319,15.19047619047619,15,175,0,1,0
309,17.166666666666668,18,163,0,1,0
329,13.708333333333334,11,185,0,1,0
292,13.272727272727273,21,163,0,1,0
303,15.15,18,131,0,1,0
332,15.80952380952381,15,184,0,1,0
320,15.238095238095237,14,169,0,1,0
105,5.526315789473684,3,60,0,1,0
305,12.708333333333334,14,148,0,1,0
1223,19.725806451612904,53,590,0,1,0
294,15.473684210526315,20,157,0,1,0
615,14.642857142857142,28,352,0,1,0
209,20.9,5,100,0,1,0
105,6.176470588235294,9,51,0,1,0
755,17.558139534883722,53,453,0,1,0
305,13.26086956521739,19,156,0,1,0
313,18.41176470588235,17,179,0,1,0
673,16.414634146341463,43,353,0,1,0
408,17.0,24,214,0,1,0
421,15.035714285714286,10,212,0,1,0
100,6.666666666666667,2,46,0,1,0
335,14.565217391304348,20,169,0,1,0
306,14.571428571428571,10,156,0,1,0
337,16.85,39,201,0,1,0
308,19.25,15,168,0,1,0
338,17.789473684210527,26,201,0,1,0
307,12.28,17,160,0,1,0
993,18.054545454545455,68,541,0,1,0
390,18.571428571428573,25,242,0,1,0
290,15.263157894736842,18,149,0,1,0
331,15.045454545454545,15,172,0,1,0
574,13.666666666666666,43,354,0,1,0
316,13.166666666666666,7,151,0,1,0
279,18.6,10,112,0,1,0
135,6.136363636363637,7,75,0,1,0
299,17.58823529411765,12,142,0,1,0
298,17.529411764705884,9,158,0,1,0
312,19.5,20,161,0,1,0
969,13.273972602739725,62,599,0,1,0
581,18.741935483870968,28,307,0,1,0
304,12.666666666666666,14,153,0,1,0
300,16.666666666666668,11,149,0,1,0
301,15.842105263157896,15,157,0,1,0
314,14.952380952380953,8,145,0,1,0
503,12.897435897435898,22,222,0,1,0
1443,12.126050420168067,94,769,0,1,0
313,16.473684210526315,11,158,0,1,0
311,16.36842105263158,22,155,0,1,0
289,13.761904761904763,35,155,0,1,0
312,14.857142857142858,16,167,0,1,0
293,13.318181818181818,15,148,0,1,0
305,16.944444444444443,26,180,0,1,0
1158,19.96551724137931,79,617,0,1,0
272,24.727272727272727,11,95,0,1,0
130,21.666666666666668,7,73,0,1,0
759,16.5,55,401,0,1,0
330,15.0,22,139,0,1,0
379,10.82857142857143,25,210,0,1,0
420,15.555555555555555,25,235,0,1,0
187,18.7,6,65,0,1,0
308,22.0,24,186,0,1,0
344,16.38095238095238,13,160,0,1,0
312,15.6,27,173,0,1,0
528,17.6,26,266,0,1,0
348,14.5,21,218,0,1,0
266,16.625,12,148,0,1,0
191,19.1,7,69,0,1,0
638,20.580645161290324,44,385,0,1,0
291,13.857142857142858,23,168,0,1,0
116,7.733333333333333,4,68,0,1,0
360,15.652173913043478,16,184,0,1,0
125,5.434782608695652,9,67,0,1,0
312,16.42105263157895,7,148,0,1,0
575,19.82758620689655,20,260,0,1,0
271,15.055555555555555,11,127,0,1,0
313,16.473684210526315,17,192,0,1,0
300,14.285714285714286,17,137,0,1,0
318,18.705882352941178,11,160,0,1,0
235,21.363636363636363,3,122,0,1,0
322,23.0,34,167,0,1,0
320,15.238095238095237,18,180,0,1,0
306,16.105263157894736,10,148,0,1,0
90,6.923076923076923,7,60,1,0,0
123,5.125,9,76,1,0,0
98,7.0,8,72,1,0,0
96,5.647058823529412,3,52,1,0,0
125,7.8125,8,72,1,0,0
85,5.0,11,55,1,0,0
111,6.529411764705882,4,61,1,0,0
117,7.3125,8,60,1,0,0
42,4.2,4,24,1,0,0
113,9.416666666666666,5,63,1,0,0
110,6.875,8,63,1,0,0
94,7.230769230769231,7,55,1,0,0
125,6.578947368421052,12,72,1,0,0
128,6.095238095238095,7,72,1,0,0
129,8.6,11,69,1,0,0
123,5.857142857142857,18,78,1,0,0
84,6.461538461538462,5,50,1,0,0
124,6.2,13,84,1,0,0
127,7.055555555555555,14,77,1,0,0
106,6.625,7,61,1,0,0
43,4.777777777777778,5,29,1,0,0
116,7.25,12,80,1,0,0
121,5.260869565217392,5,76,1,0,0
65,7.222222222222222,4,29,1,0,0
153,6.375,5,84,1,0,0
121,5.761904761904762,11,72,1,0,0
93,6.642857142857143,7,50,1,0,0
41,3.727272727272727,1,21,1,0,0
117,6.5,9,73,1,0,0
111,6.166666666666667,12,78,1,0,0
126,5.478260869565218,17,74,1,0,0
47,3.9166666666666665,4,27,1,0,0
44,4.888888888888889,5,25,1,0,0
129,5.863636363636363,12,73,1,0,0
131,5.954545454545454,10,76,1,0,0
174,9.157894736842104,10,67,1,0,0
103,6.866666666666666,10,68,1,0,0
80,26.666666666666668,2,27,1,0,0
117,6.157894736842105,12,68,1,0,0
113,6.277777777777778,11,59,1,0,0
114,6.333333333333333,7,66,1,0,0
42,3.5,2,22,1,0,0
90,6.923076923076923,12,63,1,0,0
93,5.8125,6,50,1,0,0
111,7.928571428571429,11,65,1,0,0
51,5.1,7,30,1,0,0
109,7.266666666666667,9,68,1,0,0
45,4.5,7,30,1,0,0
131,7.277777777777778,7,75,1,0,0
100,5.2631578947368425,11,58,1,0,0
158,5.851851851851852,8,83,1,0,0
103,5.722222222222222,5,56,1,0,0
102,6.8,7,59,1,0,0
116,5.8,9,62,1,0,0
106,8.153846153846153,3,63,1,0,0
126,6.3,8,66,1,0,0
121,7.117647058823529,7,63,1,0,0
92,6.133333333333334,6,61,1,0,0
131,8.1875,9,84,1,0,0
116,6.444444444444445,11,54,1,0,0
158,19.75,8,75,1,0,0
94,6.714285714285714,15,60,1,0,0
126,5.7272727272727275,6,82,1,0,0
130,5.909090909090909,11,70,1,0,0
144,144.0,0,26,1,0,0
115,6.052631578947368,5,69,1,0,0
127,6.0476190476190474,6,82,1,0,0
98,6.125,6,61,1,0,0
111,5.842105263157895,4,63,1,0,0
100,6.25,5,65,1,0,0
113,6.277777777777778,6,65,1,0,0
52,4.0,4,29,1,0,0
86,6.142857142857143,8,53,1,0,0
54,3.857142857142857,2,30,1,0,0
48,3.0,8,28,1,0,0
128,5.333333333333333,9,79,1,0,0
125,6.944444444444445,22,86,1,0,0
130,6.842105263157895,8,66,1,0,0
93,13.285714285714286,5,41,1,0,0
46,3.8333333333333335,5,28,1,0,0
59,4.214285714285714,4,34,1,0,0
117,7.8,11,68,1,0,0
49,6.125,5,33,1,0,0
50,5.555555555555555,6,27,1,0,0
38,3.4545454545454546,5,18,1,0,0
132,6.285714285714286,20,86,1,0,0
92,6.571428571428571,4,50,1,0,0
118,6.555555555555555,9,76,1,0,0
81,6.75,6,47,1,0,0
113,7.0625,9,60,1,0,0
103,7.357142857142857,8,67,1,0,0
106,6.235294117647059,7,59,1,0,0
129,5.863636363636363,9,72,1,0,0
120,5.0,7,66,1,0,0
93,8.454545454545455,7,47,1,0,0
129,5.863636363636363,20,73,1,0,0
82,7.454545454545454,8,48,1,0,0
106,6.235294117647059,9,59,1,0,0
46,5.111111111111111,7,29,1,0,0
38,3.8,3,23,1,0,0
51,8.5,0,18,1,0,0
51,4.25,2,29,1,0,0
130,6.190476190476191,18,79,1,0,0
127,5.7727272727272725,7,63,1,0,0
117,5.85,9,82,1,0,0
106,7.066666666666666,10,50,1,0,0
77,6.416666666666667,5,48,1,0,0
104,5.473684210526316,8,65,1,0,0
137,6.2272727272727275,20,81,1,0,0
73,36.5,0,2,1,0,0
41,3.4166666666666665,5,21,1,0,0
104,5.777777777777778,10,57,1,0,0
96,5.647058823529412,9,51,1,0,0
84,42.0,2,31,1,0,0
109,5.7368421052631575,13,77,1,0,0
37,4.111111111111111,3,22,1,0,0
117,7.3125,16,61,1,0,0
51,3.4,7,33,1,0,0
105,7.0,13,78,1,0,0
110,6.111111111111111,4,56,1,0,0
130,6.190476190476191,9,85,1,0,0
127,7.055555555555555,15,65,1,0,0
130,8.666666666666666,25,85,1,0,0
143,8.9375,7,86,1,0,0
47,4.7,8,28,1,0,0
116,6.444444444444445,7,61,1,0,0
134,7.882352941176471,14,94,1,0,0
105,6.176470588235294,8,55,1,0,0
121,4.653846153846154,8,74,1,0,0
115,6.388888888888889,5,75,1,0,0
132,7.333333333333333,9,71,1,0,0
49,4.083333333333333,4,21,1,0,0
103,6.866666666666666,3,68,1,0,0
54,3.857142857142857,8,30,1,0,0
119,4.76,13,67,1,0,0
81,5.4,4,50,1,0,0
126,6.3,6,69,1,0,0
87,5.8,7,48,1,0,0
119,7.933333333333334,15,82,1,0,0
50,3.3333333333333335,3,34,1,0,0
104,7.428571428571429,5,42,1,0,0
97,4.85,11,55,1,0,0
130,5.6521739130434785,12,68,1,0,0
44,4.0,1,30,1,0,0
108,7.2,16,68,1,0,0
123,5.590909090909091,12,66,1,0,0
62,4.133333333333334,2,38,1,0,0
100,5.555555555555555,17,57,1,0,0
50,5.0,5,31,1,0,0
120,5.217391304347826,13,68,1,0,0
84,5.25,6,49,1,0,0
116,6.823529411764706,8,85,1,0,0
116,8.285714285714286,7,70,1,0,0
128,8.0,23,83,1,0,0
112,5.894736842105263,12,71,1,0,0
138,6.9,9,64,1,0,0
42,3.230769230769231,7,24,1,0,0
116,7.733333333333333,10,70,1,0,0
49,4.454545454545454,9,24,1,0,0
118,10.727272727272727,6,61,1,0,0
52,5.2,7,29,1,0,0
123,6.473684210526316,11,65,1,0,0
126,7.411764705882353,5,65,1,0,0
52,7.428571428571429,1,21,1,0,0
111,5.55,13,66,1,0,0
107,6.6875,11,52,1,0,0
40,3.6363636363636362,3,26,1,0,0
112,6.588235294117647,7,65,1,0,0
105,6.176470588235294,5,58,1,0,0
112,5.6,8,59,1,0,0
88,5.866666666666666,5,58,1,0,0
50,5.555555555555555,7,35,1,0,0
41,4.1,2,23,1,0,0
119,7.0,17,75,1,0,0
93,7.153846153846154,1,55,1,0,0
121,6.05,14,70,1,0,0
114,8.142857142857142,6,76,1,0,0
114,7.125,12,75,1,0,0
51,4.636363636363637,3,27,1,0,0
128,5.12,16,64,1,0,0
157,8.722222222222221,5,83,1,0,0
112,5.6,16,62,1,0,0
109,7.785714285714286,9,62,1,0,0
119,4.958333333333333,11,70,1,0,0
46,3.5384615384615383,4,29,1,0,0
40,3.3333333333333335,3,20,1,0,0
123,5.3478260869565215,13,77,1,0,0
126,5.478260869565218,9,70,1,0,0
90,9.0,10,55,1,0,0
105,6.176470588235294,11,67,1,0,0
100,7.6923076923076925,8,62,1,0,0
127,6.684210526315789,12,71,1,0,0
38,3.8,4,22,1,0,0
103,6.866666666666666,8,61,1,0,0
112,8.0,8,70,1,0,0
128,7.111111111111111,9,78,1,0,0
125,5.208333333333333,16,74,1,0,0
96,6.857142857142857,5,47,1,0,0
37,4.111111111111111,2,20,1,0,0
129,4.607142857142857,7,70,1,0,0
118,6.555555555555555,8,69,1,0,0
124,6.2,8,73,1,0,0
169,14.083333333333334,8,81,1,0,0
129,7.166666666666667,10,74,1,0,0
49,3.769230769230769,1,26,1,0,0
123,7.6875,12,78,1,0,0
110,6.470588235294118,9,70,1,0,0
105,5.25,7,68,1,0,0
127,7.470588235294118,15,64,1,0,0
101,5.611111111111111,12,53,1,0,0
98,6.533333333333333,8,55,1,0,0
102,6.375,8,51,1,0,0
130,5.909090909090909,21,76,1,0,0
93,4.65,10,54,1,0,0
48,6.0,5,36,1,0,0
43,4.777777777777778,5,23,1,0,0
89,6.357142857142857,9,66,1,0,0
40,3.3333333333333335,4,31,1,0,0
99,6.1875,10,65,1,0,0
92,46.0,0,1,1,0,0
49,4.9,4,29,1,0,0
111,6.529411764705882,15,65,1,0,0
108,6.352941176470588,8,60,1,0,0
134,6.090909090909091,18,70,1,0,0
123,7.235294117647059,15,75,1,0,0
44,4.4,8,26,1,0,0
94,7.833333333333333,8,46,1,0,0
43,4.777777777777778,4,26,1,0,0
106,6.235294117647059,9,68,1,0,0
121,6.05,13,69,1,0,0
108,7.2,12,76,1,0,0
108,6.75,11,67,1,0,0
175,11.666666666666666,9,82,1,0,0
89,5.5625,6,53,1,0,0
123,6.473684210526316,12,90,1,0,0
114,7.6,6,70,1,0,0
48,3.6923076923076925,7,30,1,0,0
123,6.473684210526316,17,82,1,0,0
78,5.2,6,50,1,0,0
96,6.4,8,58,1,0,0
85,6.071428571428571,8,41,1,0,0
113,6.647058823529412,4,66,1,0,0
126,6.631578947368421,14,65,1,0,0
92,7.076923076923077,6,63,1,0,0
125,6.944444444444445,10,65,1,0,0
111,8.538461538461538,7,76,1,0,0
44,4.0,2,28,1,0,0
88,7.333333333333333,5,59,1,0,0
105,5.526315789473684,8,47,1,0,0
100,6.666666666666667,3,61,1,0,0
45,4.5,1,29,1,0,0
108,6.352941176470588,5,63,1,0,0
310,10.333333333333334,31,186,1,0,0
49,4.454545454545454,4,30,1,0,0
54,4.909090909090909,2,34,1,0,0
50,3.8461538461538463,5,24,1,0,0
106,6.235294117647059,6,64,1,0,0
41,3.727272727272727,3,22,1,0,0
114,6.0,12,76,1,0,0
43,3.909090909090909,2,23,1,0,0
104,5.473684210526316,9,70,1,0,0
106,5.578947368421052,5,64,1,0,0
108,6.352941176470588,8,65,1,0,0
92,5.111111111111111,7,59,1,0,0
39,3.5454545454545454,3,24,1,0,0
47,3.9166666666666665,4,30,1,0,0
54,6.0,1,28,1,0,0
118,7.866666666666666,12,68,1,0,0
125,5.434782608695652,14,75,1,0,0
109,9.909090909090908,11,68,1,0,0
51,4.636363636363637,8,31,1,0,0
116,6.105263157894737,14,83,1,0,0
116,6.444444444444445,10,63,1,0,0
56,6.222222222222222,6,36,1,0,0
127,5.7727272727272725,15,68,1,0,0
112,6.588235294117647,6,57,1,0,0
50,4.545454545454546,2,25,1,0,0
101,5.9411764705882355,10,73,1,0,0
101,7.214285714285714,9,50,1,0,0
106,5.888888888888889,11,71,1,0,0
106,17.666666666666668,9,58,1,0,0
49,4.9,7,26,1,0,0
98,5.444444444444445,12,64,1,0,0
99,4.714285714285714,2,63,1,0,0
124,5.636363636363637,16,68,1,0,0
53,4.416666666666667,7,34,1,0,0
107,8.23076923076923,10,66,1,0,0
53,7.571428571428571,4,32,1,0,0
179,14.916666666666666,10,60,0,0,1
516,28.666666666666668,8,296,0,0,1
431,17.958333333333332,15,194,0,0,1
814,24.666666666666668,30,361,0,0,1
338,26.0,7,154,0,0,1
389,20.473684210526315,11,163,0,0,1
666,25.615384615384617,25,320,0,0,1
396,24.75,15,169,0,0,1
1436,28.72,34,654,0,0,1
600,21.428571428571427,12,292,0,0,1
880,21.463414634146343,21,438,0,0,1
669,26.76,14,335,0,0,1
863,21.048780487804876,25,406,0,0,1
544,20.923076923076923,18,286,0,0,1
909,23.92105263157895,24,427,0,0,1
862,24.62857142857143,12,349,0,0,1
715,26.48148148148148,32,374,0,0,1
638,21.266666666666666,19,273,0,0,1
522,20.076923076923077,19,215,0,0,1
663,22.862068965517242,26,338,0,0,1
689,26.5,12,367,0,0,1
928,25.77777777777778,42,459,0,0,1
522,24.857142857142858,16,244,0,0,1
528,27.789473684210527,17,221,0,0,1
1290,27.4468085106383,43,582,0,0,1
575,25.0,21,257,0,0,1
1094,27.35,41,537,0,0,1
760,31.666666666666668,28,406,0,0,1
1279,30.452380952380953,58,622,0,0,1
395,23.235294117647058,4,207,0,0,1
870,24.166666666666668,22,417,0,0,1
1493,28.71153846153846,65,717,0,0,1
692,22.322580645161292,26,341,0,0,1
917,22.365853658536587,40,385,0,0,1
573,26.045454545454547,29,260,0,0,1
577,36.0625,12,274,0,0,1
269,20.692307692307693,10,129,0,0,1
737,28.346153846153847,29,350,0,0,1
322,35.77777777777778,10,150,0,0,1
620,32.63157894736842,15,305,0,0,1
508,24.19047619047619,22,293,0,0,1
977,25.05128205128205,49,539,0,0,1
629,27.347826086956523,13,307,0,0,1
660,25.384615384615383,25,312,0,0,1
531,26.55,18,216,0,0,1
1461,40.583333333333336,31,799,0,0,1
448,26.352941176470587,23,182,0,0,1
512,22.26086956521739,19,223,0,0,1
439,23.105263157894736,7,221,0,0,1
456,24.0,17,232,0,0,1
567,24.652173913043477,25,240,0,0,1
983,22.86046511627907,43,508,0,0,1
992,29.176470588235293,46,485,0,0,1
781,19.525,21,367,0,0,1
588,28.0,17,293,0,0,1
959,23.390243902439025,19,458,0,0,1
808,28.857142857142858,9,321,0,0,1
231,23.1,4,81,0,0,1
903,31.137931034482758,24,420,0,0,1
678,21.870967741935484,34,311,0,0,1
557,17.40625,10,200,0,0,1
419,22.05263157894737,28,254,0,0,1
874,28.193548387096776,17,443,0,0,1
274,39.142857142857146,2,118,0,0,1
723,25.821428571428573,42,375,0,0,1
465,33.214285714285715,16,275,0,0,1
116,23.2,3,57,0,0,1
388,27.714285714285715,7,138,0,0,1
495,26.05263157894737,6,241,0,0,1
1016,22.57777777777778,32,512,0,0,1
514,20.56,11,250,0,0,1
844,21.641025641025642,55,428,0,0,1
1361,25.67924528301887,41,709,0,0,1
723,28.92,23,313,0,0,1
290,36.25,6,129,0,0,1
1009,25.225,28,503,0,0,1
636,21.2,24,337,0,0,1
728,25.103448275862068,24,327,0,0,1
1020,30.0,51,500,0,0,1
526,22.869565217391305,16,287,0,0,1
658,24.37037037037037,27,287,0,0,1
414,41.4,14,224,0,0,1
343,26.384615384615383,13,193,0,0,1
676,22.533333333333335,22,286,0,0,1
674,29.304347826086957,31,368,0,0,1
231,25.666666666666668,10,109,0,0,1
386,21.444444444444443,10,159,0,0,1
936,25.2972972972973,22,442,0,0,1
997,27.694444444444443,31,523,0,0,1
934,27.470588235294116,27,486,0,0,1
620,24.8,16,309,0,0,1
363,30.25,8,128,0,0,1
596,29.8,6,211,0,0,1
918,22.390243902439025,35,456,0,0,1
587,30.894736842105264,21,339,0,0,1
565,31.38888888888889,24,301,0,0,1
757,27.035714285714285,25,358,0,0,1
626,28.454545454545453,21,314,0,0,1
529,25.19047619047619,14,276,0,0,1
797,18.976190476190474,23,397,0,0,1
537,14.513513513513514,19,239,0,0,1
1028,21.416666666666668,22,482,0,0,1
758,25.266666666666666,21,357,0,0,1
527,23.954545454545453,16,246,0,0,1
889,29.633333333333333,19,445,0,0,1
305,30.5,2,124,0,0,1
882,23.210526315789473,37,436,0,0,1
229,25.444444444444443,2,92,0,0,1
888,21.142857142857142,37,429,0,0,1
1264,38.303030303030305,41,609,0,0,1
280,25.454545454545453,10,117,0,0,1
201,22.333333333333332,9,78,0,0,1
588,30.94736842105263,20,264,0,0,1
903,28.21875,7,323,0,0,1
280,35.0,8,113,0,0,1
391,26.066666666666666,19,174,0,0,1
686,27.44,29,308,0,0,1
643,35.72222222222222,38,360,0,0,1
784,27.03448275862069,33,319,0,0,1
898,25.65714285714286,52,455,0,0,1
1113,28.53846153846154,37,617,0,0,1
1029,27.07894736842105,42,520,0,0,1
291,17.11764705882353,7,140,0,0,1
626,21.586206896551722,11,242,0,0,1
814,30.14814814814815,33,402,0,0,1
903,29.129032258064516,34,423,0,0,1
513,25.65,17,263,0,0,1
948,21.545454545454547,38,426,0,0,1
144,20.571428571428573,4,55,0,0,1
792,26.4,31,377,0,0,1
883,23.864864864864863,27,440,0,0,1
1043,25.4390243902439,45,493,0,0,1
784,27.03448275862069,16,389,0,0,1
602,24.08,10,320,0,0,1
1004,17.614035087719298,32,485,0,0,1
1054,37.642857142857146,28,485,0,0,1
801,25.03125,33,349,0,0,1
390,24.375,11,170,0,0,1
728,20.8,24,388,0,0,1
966,29.272727272727273,39,504,0,0,1
693,23.896551724137932,38,325,0,0,1
314,20.933333333333334,10,122,0,0,1
956,27.314285714285713,31,490,0,0,1
840,19.53488372093023,13,299,0,0,1
950,25.0,14,388,0,0,1
621,23.884615384615383,25,269,0,0,1
1299,44.793103448275865,32,687,0,0,1
2257,27.524390243902438,69,1312,0,0,1
192,27.428571428571427,5,97,0,0,1
656,27.333333333333332,7,318,0,0,1
652,27.166666666666668,25,282,0,0,1
672,30.545454545454547,35,300,0,0,1
842,22.157894736842106,7,340,0,0,1
580,25.217391304347824,21,331,0,0,1
453,32.357142857142854,16,199,0,0,1
761,33.08695652173913,27,364,0,0,1
727,29.08,24,334,0,0,1
828,25.875,20,400,0,0,1
314,26.166666666666668,15,140,0,0,1
473,23.65,16,218,0,0,1
978,23.285714285714285,48,502,0,0,1
412,24.235294117647058,19,244,0,0,1
1077,24.477272727272727,34,519,0,0,1
1360,27.2,27,604,0,0,1
924,23.692307692307693,27,431,0,0,1
619,22.925925925925927,9,283,0,0,1
214,42.8,5,94,0,0,1
752,22.11764705882353,26,345,0,0,1
820,34.166666666666664,21,424,0,0,1
536,19.85185185185185,6,193,0,0,1
600,26.08695652173913,36,287,0,0,1
701,28.04,24,360,0,0,1
454,21.61904761904762,25,191,0,0,1
